-442.25, 1
-440.25, 0
-438.25, 0
-436.25, 0
-434.25, 1
-432.25, 0
-430.25, 0
-428.25, 0
-426.25, 0
-424.25, 0
-422.25, 0
-420.25, 0
-418.25, 0
-416.25, 0
-414.25, 0
-412.25, 0
-410.25, 1
-408.25, 0
-406.25, 0
-404.25, 0
-402.25, 0
-400.25, 0
-398.25, 0
-396.25, 1
-394.25, 0
-392.25, 0
-390.25, 0
-388.25, 0
-386.25, 0
-384.25, 0
-382.25, 0
-380.25, 0
-378.25, 0
-376.25, 0
-374.25, 0
-372.25, 0
-370.25, 0
-368.25, 0
-366.25, 0
-364.25, 0
-362.25, 0
-360.25, 1
-358.25, 0
-356.25, 0
-354.25, 0
-352.25, 0
-350.25, 0
-348.25, 0
-346.25, 0
-344.25, 0
-342.25, 0
-340.25, 1
-338.25, 1
-336.25, 0
-334.25, 0
-332.25, 0
-330.25, 0
-328.25, 0
-326.25, 0
-324.25, 1
-322.25, 0
-320.25, 0
-318.25, 0
-316.25, 2
-314.25, 0
-312.25, 1
-310.25, 0
-308.25, 0
-306.25, 1
-304.25, 0
-302.25, 1
-300.25, 0
-298.25, 0
-296.25, 1
-294.25, 0
-292.25, 1
-290.25, 0
-288.25, 1
-286.25, 1
-284.25, 0
-282.25, 1
-280.25, 0
-278.25, 1
-276.25, 0
-274.25, 3
-272.25, 1
-270.25, 3
-268.25, 1
-266.25, 1
-264.25, 0
-262.25, 0
-260.25, 0
-258.25, 4
-256.25, 1
-254.25, 1
-252.25, 2
-250.25, 1
-248.25, 0
-246.25, 2
-244.25, 1
-242.25, 3
-240.25, 0
-238.25, 5
-236.25, 3
-234.25, 1
-232.25, 2
-230.25, 2
-228.25, 1
-226.25, 5
-224.25, 3
-222.25, 2
-220.25, 3
-218.25, 2
-216.25, 0
-214.25, 3
-212.25, 4
-210.25, 2
-208.25, 1
-206.25, 5
-204.25, 0
-202.25, 6
-200.25, 2
-198.25, 4
-196.25, 7
-194.25, 4
-192.25, 4
-190.25, 7
-188.25, 8
-186.25, 0
-184.25, 5
-182.25, 8
-180.25, 4
-178.25, 6
-176.25, 5
-174.25, 4
-172.25, 3
-170.25, 3
-168.25, 8
-166.25, 7
-164.25, 8
-162.25, 12
-160.25, 6
-158.25, 9
-156.25, 8
-154.25, 9
-152.25, 9
-150.25, 5
-148.25, 8
-146.25, 9
-144.25, 6
-142.25, 11
-140.25, 15
-138.25, 11
-136.25, 16
-134.25, 13
-132.25, 6
-130.25, 14
-128.25, 13
-126.25, 16
-124.25, 7
-122.25, 15
-120.25, 15
-118.25, 8
-116.25, 9
-114.25, 14
-112.25, 12
-110.25, 13
-108.25, 20
-106.25, 17
-104.25, 14
-102.25, 21
-100.25, 11
-98.2497, 18
-96.2497, 19
-94.2497, 19
-92.2497, 26
-90.2497, 22
-88.2497, 16
-86.2497, 28
-84.2497, 29
-82.2497, 21
-80.2497, 22
-78.2497, 34
-76.2497, 29
-74.2497, 20
-72.2497, 24
-70.2497, 35
-68.2497, 25
-66.2497, 31
-64.2497, 27
-62.2497, 30
-60.2497, 36
-58.2497, 30
-56.2497, 52
-54.2497, 55
-52.2497, 55
-50.2497, 52
-48.2497, 40
-46.2497, 49
-44.2497, 42
-42.2497, 50
-40.2497, 53
-38.2497, 48
-36.2497, 56
-34.2497, 49
-32.2497, 53
-30.2497, 54
-28.2497, 63
-26.2497, 55
-24.2497, 64
-22.2497, 80
-20.2497, 92
-18.2497, 65
