0.164472, 1.72318, 1.40304, 2.72983, 1.63172, 1.44347, 2.8716
0.174472, 1.65078, 1.4276, 2.77644, 1.5814, 1.46438, 2.92884
0.184472, 1.58681, 1.44151, 2.83491, 1.5511, 1.47662, 3.00196
0.194472, 1.53923, 1.44666, 2.90617, 1.54361, 1.48108, 3.08705
0.204472, 1.51224, 1.44432, 2.98723, 1.55724, 1.4778, 3.17456
0.214472, 1.50637, 1.4353, 3.07123, 1.58682, 1.4664, 3.25019
0.224472, 1.51904, 1.42026, 3.1479, 1.62493, 1.44642, 3.29707
0.234472, 1.54546, 1.39992, 3.20487, 1.66329, 1.4176, 3.29882
0.244472, 1.57947, 1.37502, 3.22942, 1.69396, 1.38004, 3.24315
0.254472, 1.61453, 1.3463, 3.21078, 1.7105, 1.33442, 3.12521
0.264472, 1.64444, 1.31433, 3.14239, 1.70885, 1.28219, 2.9497
0.274472, 1.66406, 1.27951, 3.02373, 1.68796, 1.22574, 2.73116
0.284472, 1.66987, 1.24219, 2.86124, 1.65003, 1.16854, 2.49214
0.294472, 1.66043, 1.2029, 2.66795, 1.60027, 1.11494, 2.25928
0.304472, 1.63654, 1.16266, 2.46178, 1.54601, 1.06966, 2.05832
0.314472, 1.60122, 1.12316, 2.2627, 1.49541, 1.03702, 1.90902
0.324472, 1.55922, 1.08679, 2.08933, 1.45583, 1.01991, 1.82125
0.334472, 1.51627, 1.05627, 1.95564, 1.4322, 1.01903, 1.79335
0.344472, 1.47805, 1.03417, 1.86849, 1.42593, 1.03237, 1.81301
0.354472, 1.44911, 1.02222, 1.82666, 1.43449, 1.05551, 1.86062
0.364472, 1.43192, 1.02078, 1.82147, 1.45199, 1.08237, 1.91409
0.374472, 1.42638, 1.02858, 1.83906, 1.47053, 1.1066, 1.95393
0.384472, 1.42983, 1.04284, 1.86357, 1.48211, 1.12296, 1.9673
0.394472, 1.43766, 1.05978, 1.88062, 1.48059, 1.12846, 1.95004
0.404472, 1.44433, 1.07542, 1.88024, 1.46309, 1.12287, 1.90629
0.414472, 1.44469, 1.08643, 1.85855, 1.43071, 1.10843, 1.84611
0.424472, 1.43514, 1.09078, 1.81784, 1.3882, 1.08895, 1.78183
0.434472, 1.41453, 1.08805, 1.76526, 1.34273, 1.06854, 1.72426
0.444472, 1.38443, 1.07937, 1.71034, 1.30216, 1.05039, 1.67991
0.454472, 1.3488, 1.06687, 1.66226, 1.27321, 1.03604, 1.64978
0.464472, 1.31313, 1.05303, 1.62743, 1.25993, 1.02527, 1.62998
0.474472, 1.28324, 1.03996, 1.60806, 1.26284, 1.01651, 1.61363
0.484472, 1.26392, 1.02897, 1.60191, 1.27889, 1.00783, 1.59344
