56, 0.28, 82.9575, 10, 25492, -731663, -29.8536, 0.207246, 0.944731, 8442, 4304
57, 0.285, 83.0654, 10, 25492, -731037, -29.8493, 0.211186, 0.96098, 8502, 4244
58, 0.29, 83.173, 10, 25490, -730468, -29.8478, 0.214076, 0.976654, 8485, 4260
59, 0.295, 83.2803, 10, 25484, -730152, -29.8518, 0.21404, 0.986351, 8447, 4295
60, 0.3, 83.3873, 10, 25482, -729910, -29.8516, 0.214892, 0.992532, 8437, 4304
61, 0.305, 83.4941, 10, 25480, -729700, -29.8524, 0.215691, 0.998619, 8481, 4259
62, 0.31, 83.6006, 10, 25478, -729270, -29.8511, 0.21832, 1.00927, 8436, 4303
63, 0.315, 83.7068, 10, 25478, -728709, -29.8476, 0.221891, 1.02425, 8387, 4352
64, 0.32, 83.8128, 10, 25478, -728088, -29.8436, 0.225808, 1.04062, 8425, 4314
65, 0.325, 83.9185, 10, 25478, -727427, -29.8391, 0.229999, 1.05795, 8434, 4305
66, 0.33, 84.0239, 10, 25474, -726951, -29.8395, 0.232122, 1.07039, 8425, 4312
67, 0.335, 84.1291, 10, 25474, -726303, -29.8352, 0.236284, 1.08735, 8421, 4316
68, 0.34, 84.234, 10, 25474, -725592, -29.8298, 0.240644, 1.10557, 8401, 4336
69, 0.345, 84.3386, 10, 25470, -725358, -29.8302, 0.241435, 1.1099, 8441, 4294
70, 0.35, 84.443, 10, 25470, -724748, -29.8258, 0.245252, 1.12558, 8452, 4283
71, 0.355, 84.5471, 10, 25466, -724402, -29.8266, 0.245801, 1.135, 8459, 4274
72, 0.36, 84.651, 10, 25464, -724117, -29.8275, 0.246342, 1.1443, 8379, 4353
73, 0.365, 84.7546, 10, 25462, -723709, -29.8267, 0.248158, 1.15542, 8448, 4283
74, 0.37, 84.8579, 10, 25462, -723118, -29.8231, 0.251529, 1.17171, 8446, 4285
75, 0.375, 84.961, 10, 25458, -722773, -29.8256, 0.252148, 1.18269, 8459, 4270
76, 0.38, 85.0639, 10, 25456, -722315, -29.8246, 0.253835, 1.19571, 8396, 4332
77, 0.385, 85.1665, 10, 25454, -721978, -29.8233, 0.254414, 1.20483, 8421, 4306
78, 0.39, 85.2689, 10, 25452, -721667, -29.824, 0.255159, 1.21476, 8413, 4313
79, 0.395, 85.371, 10, 25450, -721294, -29.8237, 0.25612, 1.22596, 8404, 4321
80, 0.4, 85.4729, 10, 25446, -721088, -29.8265, 0.255556, 1.23301, 8409, 4314
81, 0.405, 85.5745, 10, 25446, -720600, -29.824, 0.258179, 1.24701, 8418, 4305
82, 0.41, 85.6759, 10, 25442, -720428, -29.8265, 0.257359, 1.25269, 8422, 4299
83, 0.415, 85.777, 10, 25438, -720474, -29.8282, 0.256237, 1.24918, 8360, 4359
84, 0.42, 85.878, 11, 25436, -720039, -29.8257, 0.258247, 1.25959, 8368, 4350
85, 0.425, 85.9786, 11, 25428, -720636, -29.8357, 0.252172, 1.24323, 8367, 4347
86, 0.43, 86.0791, 11, 25428, -720421, -29.8346, 0.25311, 1.24967, 8399, 4315
87, 0.435, 86.1793, 11, 25426, -720060, -29.8346, 0.255025, 1.25971, 8355, 4358
88, 0.44, 86.2793, 11, 25426, -719619, -29.8318, 0.257546, 1.27181, 8350, 4363
89, 0.445, 86.379, 11, 25426, -719121, -29.8287, 0.260419, 1.28533, 8376, 4337
90, 0.45, 86.4785, 11, 25426, -718581, -29.8251, 0.263567, 1.29989, 8417, 4296
91, 0.455, 86.5778, 11, 25424, -718100, -29.8233, 0.265672, 1.31266, 8376, 4336
92, 0.46, 86.6769, 11, 25422, -717862, -29.8247, 0.265864, 1.32102, 8357, 4354
93, 0.465, 86.7757, 11, 25422, -717367, -29.8215, 0.268557, 1.33458, 8358, 4353
94, 0.47, 86.8743, 11, 25416, -717240, -29.8275, 0.266902, 1.34057, 8382, 4326
95, 0.475, 86.9727, 11, 25414, -717076, -29.8288, 0.26712, 1.3459, 8364, 4343
96, 0.48, 87.0709, 11, 25414, -716612, -29.8261, 0.269829, 1.35877, 8364, 4343
97, 0.485, 87.1688, 12, 25410, -716052, -29.8231, 0.272448, 1.37068, 8392, 4313
98, 0.49, 87.2665, 12, 25406, -716175, -29.8268, 0.269111, 1.36843, 8361, 4342
99, 0.495, 87.364, 12, 25406, -715817, -29.8247, 0.270778, 1.37884, 8363, 4340
100, 0.5, 87.4613, 12, 25406, -715346, -29.822, 0.273364, 1.39207, 8383, 4320
101, 0.505, 87.5584, 12, 25406, -714819, -29.8189, 0.276351, 1.4067, 8328, 4375
102, 0.51, 87.6552, 12, 25404, -714283, -29.818, 0.279206, 1.4218, 8361, 4341
103, 0.515, 87.7519, 12, 25404, -713691, -29.8142, 0.28252, 1.438, 8311, 4391
104, 0.52, 87.8483, 12, 25398, -713642, -29.8177, 0.281708, 1.43764, 8363, 4336
105, 0.525, 87.9445, 12, 25398, -713211, -29.8146, 0.284219, 1.44904, 8341, 4358
106, 0.53, 88.0405, 12, 25394, -713195, -29.8196, 0.283404, 1.45102, 8355, 4342
107, 0.535, 88.1364, 12, 25392, -712994, -29.8209, 0.283459, 1.45796, 8376, 4320
108, 0.54, 88.2319, 12, 25390, -712794, -29.8208, 0.283856, 1.4631, 8332, 4363
109, 0.545, 88.3273, 12, 25390, -712401, -29.8179, 0.286244, 1.47335, 8323, 4372
110, 0.55, 88.4225, 12, 25386, -712204, -29.8194, 0.286088, 1.47834, 8346, 4347
111, 0.555, 88.5175, 12, 25386, -711845, -29.8171, 0.288188, 1.48812, 8276, 4417
112, 0.56, 88.6123, 12, 25386, -711371, -29.8137, 0.290855, 1.50069, 8343, 4350
113, 0.565, 88.7068, 12, 25376, -711573, -29.8243, 0.286274, 1.49687, 8311, 4377
114, 0.57, 88.8012, 12, 25376, -711238, -29.8227, 0.287709, 1.507, 8297, 4391
115, 0.575, 88.8954, 12, 25376, -710795, -29.8201, 0.290114, 1.51948, 8267, 4421
116, 0.58, 88.9893, 12, 25376, -710299, -29.817, 0.292896, 1.53315, 8288, 4400
117, 0.585, 89.0831, 12, 25372, -710122, -29.8201, 0.292073, 1.53962, 8270, 4416
118, 0.59, 89.1767, 12, 25370, -710198, -29.8221, 0.290374, 1.53806, 8268, 4417
119, 0.595, 89.2701, 12, 25368, -709830, -29.8224, 0.291253, 1.54982, 8267, 4417
120, 0.6, 89.3632, 12, 25368, -709378, -29.8201, 0.293387, 1.56316, 8285, 4399
121, 0.605, 89.4562, 12, 25366, -709015, -29.8195, 0.294523, 1.57363, 8262, 4421
122, 0.61, 89.549, 12, 25366, -708515, -29.8168, 0.297142, 1.58795, 8284, 4399
123, 0.615, 89.6416, 12, 25364, -708174, -29.8163, 0.298365, 1.59751, 8269, 4413
124, 0.62, 89.7341, 12, 25360, -707948, -29.8189, 0.297, 1.606, 8281, 4399
125, 0.625, 89.8263, 12, 25360, -707525, -29.8164, 0.29926, 1.6179, 8275, 4405
126, 0.63, 89.9183, 12, 25360, -707026, -29.8133, 0.302008, 1.63173, 8256, 4424
127, 0.635, 90.0102, 12, 25356, -706852, -29.8154, 0.301681, 1.63665, 8308, 4370
128, 0.64, 90.1018, 12, 25352, -707196, -29.8189, 0.29833, 1.62547, 8275, 4401
129, 0.645, 90.1933, 12, 25350, -707065, -29.8191, 0.298049, 1.62892, 8219, 4456
130, 0.65, 90.2846, 12, 25350, -706754, -29.8165, 0.299706, 1.63698, 8287, 4388
131, 0.655, 90.3757, 12, 25350, -706331, -29.8129, 0.301894, 1.64783, 8299, 4376
132, 0.66, 90.4666, 12, 25346, -706217, -29.8154, 0.301751, 1.65058, 8305, 4368
133, 0.665, 90.5573, 12, 25340, -706677, -29.8214, 0.297541, 1.63604, 8236, 4434
134, 0.67, 90.6479, 12, 25340, -706678, -29.8217, 0.297613, 1.63626, 8302, 4368
135, 0.675, 90.7383, 12, 25336, -706899, -29.8262, 0.294458, 1.63082, 8297, 4371
136, 0.68, 90.8285, 12, 25332, -707155, -29.8294, 0.291472, 1.62246, 8235, 4431
137, 0.685, 90.9185, 12, 25332, -707196, -29.829, 0.291055, 1.62088, 8235, 4431
138, 0.69, 91.0083, 12, 25332, -707067, -29.8277, 0.29169, 1.62404, 8243, 4423
139, 0.695, 91.098, 12, 25330, -706853, -29.8275, 0.29221, 1.62953, 8271, 4394
140, 0.7, 91.1875, 12, 25328, -706684, -29.8278, 0.292442, 1.63404, 8222, 4442
141, 0.705, 91.2768, 12, 25326, -706474, -29.829, 0.292682, 1.64105, 8233, 4430
142, 0.71, 91.3659, 12, 25326, -706192, -29.8275, 0.294166, 1.64923, 8235, 4428
143, 0.715, 91.4549, 12, 25324, -706105, -29.8278, 0.29415, 1.65081, 8262, 4400
144, 0.72, 91.5437, 12, 25324, -705776, -29.8261, 0.295858, 1.66037, 8323, 4339
145, 0.725, 91.6323, 12, 25322, -705658, -29.8275, 0.296428, 1.66364, 8224, 4437
146, 0.73, 91.7208, 12, 25322, -705276, -29.8254, 0.298458, 1.67462, 8222, 4439
147, 0.735, 91.809, 12, 25320, -705399, -29.8265, 0.298088, 1.66905, 8273, 4387
148, 0.74, 91.8971, 12, 25316, -705475, -29.8294, 0.297807, 1.66487, 8219, 4439
149, 0.745, 91.9851, 12, 25314, -705394, -29.831, 0.297952, 1.66727, 8189, 4468
150, 0.75, 92.0729, 12, 25312, -705325, -29.8324, 0.297364, 1.66979, 8223, 4433
151, 0.755, 92.1605, 12, 25312, -705049, -29.8311, 0.298754, 1.678, 8194, 4462
152, 0.76, 92.2479, 12, 25312, -704689, -29.8293, 0.300674, 1.68847, 8247, 4409
153, 0.765, 92.3352, 12, 25312, -704281, -29.8271, 0.302864, 1.70026, 8228, 4428
154, 0.77, 92.4223, 12, 25312, -703845, -29.8248, 0.30521, 1.71287, 8220, 4436
155, 0.775, 92.5092, 12, 25312, -703386, -29.8225, 0.307769, 1.72604, 8254, 4402
156, 0.78, 92.596, 12, 25310, -703047, -29.8228, 0.308849, 1.73654, 8234, 4421
157, 0.785, 92.6826, 12, 25310, -702575, -29.8205, 0.311281, 1.75047, 8229, 4426
158, 0.79, 92.7691, 12, 25310, -702078, -29.818, 0.314019, 1.76482, 8197, 4458
159, 0.795, 92.8554, 12, 25310, -701567, -29.8153, 0.316825, 1.77946, 8235, 4420
160, 0.8, 92.9415, 12, 25310, -701045, -29.8125, 0.319755, 1.79435, 8235, 4420
161, 0.805, 93.0275, 12, 25310, -700514, -29.8095, 0.322713, 1.80945, 8265, 4390
162, 0.81, 93.1133, 12, 25308, -700030, -29.809, 0.324762, 1.82382, 8244, 4410
163, 0.815, 93.199, 12, 25306, -699689, -29.8091, 0.326132, 1.83381, 8226, 4427
164, 0.82, 93.2845, 12, 25304, -699381, -29.8089, 0.3279, 1.84185, 8245, 4407
165, 0.825, 93.3698, 12, 25302, -698969, -29.807, 0.330478, 1.85147, 8263, 4388
166, 0.83, 93.455, 12, 25302, -698479, -29.8037, 0.333577, 1.86447, 8263, 4388
167, 0.835, 93.5401, 12, 25302, -697939, -29.8003, 0.336671, 1.87933, 8240, 4411
168, 0.84, 93.6249, 12, 25294, -698765, -29.8095, 0.330654, 1.85315, 8246, 4401
169, 0.845, 93.7097, 12, 25292, -698939, -29.8126, 0.328461, 1.84941, 8200, 4446
170, 0.85, 93.7942, 12, 25290, -698811, -29.814, 0.327958, 1.85409, 8210, 4435
171, 0.855, 93.8787, 12, 25290, -698504, -29.8125, 0.329476, 1.86325, 8219, 4426
172, 0.86, 93.9629, 12, 25288, -698136, -29.8121, 0.330707, 1.87395, 8235, 4409
173, 0.865, 94.0471, 12, 25286, -698085, -29.8142, 0.330323, 1.87627, 8227, 4416
174, 0.87, 94.131, 12, 25284, -697962, -29.8153, 0.329688, 1.8807, 8240, 4402
175, 0.875, 94.2148, 14, 25278, -697881, -29.816, 0.32839, 1.87932, 8240, 4399
176, 0.88, 94.2985, 14, 25276, -698080, -29.8179, 0.32699, 1.87264, 8156, 4482
177, 0.885, 94.382, 14, 25276, -697930, -29.8168, 0.327952, 1.87646, 8176, 4462
178, 0.89, 94.4654, 14, 25276, -697668, -29.8152, 0.329593, 1.88368, 8200, 4438
179, 0.895, 94.5487, 14, 25276, -697349, -29.8133, 0.331439, 1.89253, 8214, 4424
180, 0.9, 94.6317, 14, 25272, -697521, -29.8169, 0.329991, 1.88642, 8188, 4448
181, 0.905, 94.7147, 15, 25268, -697618, -29.8177, 0.328715, 1.88019, 8149, 4485
182, 0.91, 94.7975, 15, 25268, -697508, -29.8167, 0.329195, 1.88307, 8186, 4448
183, 0.915, 94.8801, 15, 25268, -697289, -29.8152, 0.33037, 1.88909, 8119, 4515
184, 0.92, 94.9626, 15, 25266, -697213, -29.8177, 0.329412, 1.89337, 8197, 4436
185, 0.925, 95.045, 15, 25264, -697179, -29.8195, 0.328747, 1.89503, 8175, 4457
186, 0.93, 95.1272, 15, 25264, -696995, -29.8185, 0.329599, 1.90044, 8174, 4458
187, 0.935, 95.2093, 15, 25262, -696772, -29.8185, 0.33023, 1.90643, 8173, 4458
188, 0.94, 95.2912, 15, 25262, -696493, -29.8169, 0.331557, 1.91457, 8186, 4445
189, 0.945, 95.373, 15, 25256, -696894, -29.8248, 0.327148, 1.90446, 8155, 4473
190, 0.95, 95.4547, 16, 25252, -696727, -29.8245, 0.326845, 1.90673, 8144, 4482
191, 0.955, 95.5362, 16, 25252, -696525, -29.8236, 0.327704, 1.91291, 8144, 4482
192, 0.96, 95.6176, 16, 25252, -696266, -29.8223, 0.329019, 1.9206, 8190, 4436
193, 0.965, 95.6988, 16, 25250, -696215, -29.8233, 0.328332, 1.92212, 8163, 4462
194, 0.97, 95.7799, 16, 25248, -696125, -29.824, 0.327727, 1.9248, 8116, 4508
195, 0.975, 95.8609, 16, 25248, -695970, -29.8231, 0.32859, 1.92917, 8128, 4496
196, 0.98, 95.9417, 16, 25246, -696116, -29.8253, 0.326792, 1.92517, 8105, 4518
197, 0.985, 96.0224, 16, 25246, -695957, -29.8248, 0.327397, 1.93042, 8123, 4500
198, 0.99, 96.1029, 16, 25246, -695731, -29.8238, 0.328406, 1.93735, 8126, 4497
199, 0.995, 96.1834, 16, 25244, -695653, -29.825, 0.328233, 1.93967, 8067, 4555
200, 1, 96.2636, 16, 25242, -695511, -29.8263, 0.328496, 1.94412, 8109, 4512
