0.3, 0, 0, 0
0.5, 0, 0, 0
0.7, 0, 0, 0
0.9, 0, 0, 0
1.1, 0, 0, 0
1.3, 0, 0, 0
1.5, 0, 0, 0
1.7, 0, 0, 0
1.9, 0.0199449, 0.00432006, 0.00629838
2.1, 0.308789, 0.0860255, 0.0928902
2.3, 7.6321, 2.50845, 2.06169
2.5, 0.551465, 2.71525, 1.73776
2.7, 0.698668, 3.02085, 1.53475
2.9, 0.758983, 3.40383, 1.39564
3.1, 0.830994, 3.88298, 1.30341
3.3, 0.8874, 4.46281, 1.24184
3.5, 0.938377, 5.15252, 1.20175
3.7, 0.976874, 5.95492, 1.17563
3.9, 1.026, 6.89125, 1.16173
4.1, 1.09111, 7.99174, 1.15955
4.3, 1.14197, 9.25864, 1.16451
4.5, 1.18634, 10.7, 1.17422
4.7, 0.865736, 11.8475, 1.14112
4.9, 0.918413, 13.1705, 1.11948
5.1, 0.929395, 14.621, 1.10221
5.3, 0.966225, 16.2494, 1.09147
5.5, 0.961704, 17.9949, 1.08159
5.7, 0.963232, 19.8727, 1.07308
5.9, 0.963425, 21.8849, 1.06558
6.1, 0.994165, 24.1044, 1.06196
6.3, 0.990175, 26.4624, 1.0583
6.5, 0.975005, 28.9341, 1.05359
6.7, 0.987611, 31.5941, 1.05047
6.9, 0.969653, 34.364, 1.04606
7.1, 0.966406, 37.287, 1.0418
7.3, 0.970631, 40.3905, 1.03827
7.5, 0.993461, 43.7434, 1.03688
7.7, 0.994742, 47.2821, 1.03568
7.9, 0.98178, 50.9585, 1.03356
8.1, 1.00966, 54.9331, 1.03366
8.3, 0.996991, 59.0541, 1.0328
8.5, 0.994301, 63.3644, 1.03178
8.7, 0.989643, 67.8588, 1.0305
8.9, 0.988941, 72.5588, 1.02925
9.1, 0.989346, 77.4745, 1.0281
9.3, 0.985763, 82.59, 1.02678
9.5, 1.00165, 88.0139, 1.02655
9.7, 0.994407, 93.6277, 1.02586
9.9, 1.01037, 99.5693, 1.02617
10.1, 0.996469, 105.668, 1.02561
10.3, 1.00306, 112.053, 1.02545
10.5, 0.994087, 118.629, 1.02476
10.7, 0.995826, 125.47, 1.02421
10.9, 0.995187, 132.564, 1.02364
11.1, 0.994482, 139.916, 1.02305
11.3, 0.996365, 147.549, 1.02259
11.5, 0.994628, 155.442, 1.02206
11.7, 1.00302, 163.68, 1.02197
11.9, 0.997704, 172.157, 1.02161
12.1, 1.0007, 180.948, 1.0214
12.3, 0.992653, 189.958, 1.02081
12.5, 1.00468, 199.377, 1.02081
12.7, 0.988928, 208.948, 1.02006
12.9, 1.00303, 218.962, 1.02
13.1, 0.998302, 229.242, 1.01972
13.3, 0.991988, 239.77, 1.01915
13.5, 0.993388, 250.633, 1.01868
13.7, 1.00084, 261.903, 1.01854
13.9, 0.999223, 273.487, 1.01834
14.1, 1.00213, 285.441, 1.01826
14.3, 0.996552, 297.668, 1.01795
14.5, 0.995515, 310.227, 1.0176
14.7, 0.999366, 323.184, 1.01741
14.9, 0.999819, 336.502, 1.01725
15.1, 1.00009, 350.184, 1.0171
15.3, 0.997544, 364.195, 1.01686
15.5, 1.0019, 378.637, 1.01678
15.7, 1.00218, 393.458, 1.01672
15.9, 1.00574, 408.714, 1.01678
16.1, 1.00443, 424.336, 1.01679
16.3, 0.996407, 440.22, 1.0165
16.5, 1.00017, 456.557, 1.01635
16.7, 0.996379, 473.23, 1.01607
16.9, 0.999307, 490.355, 1.0159
17.1, 1.0026, 507.945, 1.01585
17.3, 1.00143, 525.928, 1.01575
17.5, 1.00387, 544.374, 1.01574
17.7, 1.00585, 563.282, 1.01579
17.9, 0.9984, 582.476, 1.01559
18.1, 1.00049, 602.142, 1.01546
18.3, 0.998829, 622.212, 1.01528
18.5, 1.00036, 642.754, 1.01515
18.7, 0.995363, 663.638, 1.01486
18.9, 1.00113, 685.095, 1.01477
19.1, 1.00069, 706.999, 1.01466
19.3, 0.998612, 729.317, 1.01448
19.5, 0.99944, 752.119, 1.01434
19.7, 1.00531, 775.528, 1.01438
19.9, 1.00227, 799.343, 1.01432
20.1, 0.998621, 823.55, 1.01415
20.3, 1.00093, 848.299, 1.01405
20.5, 1.00024, 873.52, 1.01394
20.7, 0.998489, 899.19, 1.01377
20.9, 1.00144, 925.437, 1.0137
21.1, 1.00218, 952.208, 1.01364
21.3, 0.998919, 979.4, 1.01349
21.5, 0.997893, 1007.08, 1.01332
21.7, 1.00273, 1035.41, 1.01329
21.9, 1.00073, 1064.2, 1.01319
22.1, 0.995317, 1093.37, 1.01296
