0.164472, 43.6609, 96.7691, 24.2163, 53.6726
0.174472, 37.1595, 78.3171, 20.6104, 43.4383
0.184472, 32.8713, 64.2633, 18.2319, 35.6434
0.194472, 29.9896, 54.5412, 16.6336, 30.2511
0.204472, 27.7451, 48.0871, 15.3887, 26.6713
0.214472, 25.5739, 43.4861, 14.1845, 24.1194
0.224472, 23.2181, 39.6033, 12.8778, 21.9658
0.234472, 20.7323, 35.9125, 11.4991, 19.9187
0.244472, 18.3812, 32.4212, 10.195, 17.9823
0.254472, 16.4609, 29.3351, 9.12998, 16.2706
0.264472, 15.1245, 26.7374, 8.38874, 14.8298
0.274472, 14.298, 24.4891, 7.93032, 13.5828
0.284472, 13.7277, 22.3624, 7.61403, 12.4032
0.294472, 13.1228, 20.2423, 7.2785, 11.2273
0.304472, 12.3029, 18.217, 6.82377, 10.104
0.314472, 11.2667, 16.4953, 6.24902, 9.14904
0.324472, 10.1508, 15.2373, 5.6301, 8.4513
0.334472, 9.12179, 14.4362, 5.05936, 8.00698
0.344472, 8.27559, 13.9261, 4.59002, 7.72403
0.354472, 7.60397, 13.4858, 4.21751, 7.47986
0.364472, 7.03294, 12.9511, 3.90079, 7.18326
0.374472, 6.49132, 12.2653, 3.60038, 6.80288
0.384472, 5.95653, 11.464, 3.30376, 6.35847
0.394472, 5.45323, 10.6293, 3.02461, 5.89549
0.404472, 5.01958, 9.84982, 2.78409, 5.46316
0.414472, 4.67568, 9.19653, 2.59335, 5.10082
0.424472, 4.41711, 8.70416, 2.44993, 4.82773
0.434472, 4.22907, 8.35547, 2.34564, 4.63433
0.444472, 4.10037, 8.08014, 2.27425, 4.48162
0.454472, 4.02239, 7.78196, 2.231, 4.31623
0.464472, 3.97791, 7.38863, 2.20633, 4.09807
0.474472, 3.93596, 6.89557, 2.18306, 3.8246
0.484472, 3.86212, 6.3717, 2.14211, 3.53404
0.494472, 3.73735, 5.91872, 2.07291, 3.28279
0.504472, 3.56865, 5.6092, 1.97934, 3.11112
0.514472, 3.38214, 5.44477, 1.87589, 3.01992
0.524472, 3.20445, 5.36091, 1.77734, 2.97341
0.534472, 3.04779, 5.27124, 1.69045, 2.92367
0.544472, 2.90905, 5.11816, 1.61349, 2.83877
0.554472, 2.78071, 4.89684, 1.54231, 2.71601
0.564472, 2.66172, 4.64339, 1.47631, 2.57544
0.574472, 2.55895, 4.40311, 1.41931, 2.44217
0.584472, 2.47885, 4.20364, 1.37488, 2.33153
0.594472, 2.41788, 4.04736, 1.34107, 2.24485
0.604472, 2.36031, 3.92018, 1.30914, 2.17431
0.614472, 2.28602, 3.80476, 1.26793, 2.11029
0.624472, 2.18298, 3.68907, 1.21078, 2.04613
0.634472, 2.05572, 3.56881, 1.1402, 1.97943
0.644472, 1.92368, 3.44676, 1.06696, 1.91173
0.654472, 1.81019, 3.33109, 1.00401, 1.84758
0.664472, 1.7292, 3.23172, 0.959095, 1.79246
0.674472, 1.67813, 3.15426, 0.930767, 1.7495
0.684472, 1.64134, 3.09432, 0.910361, 1.71625
0.694472, 1.60134, 3.03707, 0.888179, 1.6845
0.704472, 1.54977, 2.96428, 0.859576, 1.64413
0.714472, 1.49098, 2.86576, 0.826964, 1.58948
0.724472, 1.43692, 2.74771, 0.796982, 1.52401
0.734472, 1.39805, 2.63182, 0.775424, 1.45973
0.744472, 1.37671, 2.54453, 0.763588, 1.41131
0.754472, 1.36667, 2.50269, 0.758019, 1.3881
0.764472, 1.35766, 2.50404, 0.753023, 1.38886
0.774472, 1.34111, 2.52809, 0.743839, 1.4022
0.784472, 1.31383, 2.54635, 0.728712, 1.41232
0.794472, 1.27886, 2.53602, 0.709313, 1.4066
0.804472, 1.2437, 2.4897, 0.689814, 1.3809
0.814472, 1.21716, 2.41659, 0.675095, 1.34035
0.824472, 1.20541, 2.33573, 0.668577, 1.2955
0.834472, 1.20867, 2.26534, 0.670386, 1.25646
0.844472, 1.22017, 2.21424, 0.67676, 1.22812
0.854472, 1.22835, 2.17916, 0.6813, 1.20866
0.864472, 1.22188, 2.14907, 0.677709, 1.19197
0.874472, 1.1949, 2.11322, 0.662749, 1.17209
0.884472, 1.15004, 2.06817, 0.637863, 1.1471
0.894472, 1.09728, 2.01958, 0.608602, 1.12015
0.904472, 1.04953, 1.97811, 0.582116, 1.09715
0.914472, 1.01678, 1.95242, 0.563955, 1.0829
0.924472, 1.00189, 1.94387, 0.555693, 1.07816
0.934472, 0.99973, 1.94603, 0.554496, 1.07936
0.944472, 1.00026, 1.94863, 0.554792, 1.0808
0.954472, 0.993701, 1.94299, 0.551152, 1.07767
0.964472, 0.97521, 1.92558, 0.540897, 1.06802
0.974472, 0.946768, 1.89841, 0.525121, 1.05295
0.984472, 0.915463, 1.86686, 0.507758, 1.03545
0.994472, 0.889564, 1.83674, 0.493393, 1.01874
1.00447, 0.874654, 1.81194, 0.485123, 1.00498
1.01447, 0.87165, 1.7932, 0.483457, 0.994592
1.02447, 0.877106, 1.77824, 0.486483, 0.986293
1.03447, 0.885014, 1.76319, 0.490869, 0.977947
1.04447, 0.889081, 1.74487, 0.493125, 0.967787
1.05447, 0.88484, 1.72261, 0.490773, 0.955437
1.06447, 0.871246, 1.6984, 0.483233, 0.942013
1.07447, 0.851266, 1.67522, 0.472151, 0.929152
1.08447, 0.830887, 1.65443, 0.460848, 0.917622
1.09447, 0.816495, 1.63461, 0.452866, 0.906633
1.10447, 0.811745, 1.61266, 0.450231, 0.894454
1.11447, 0.815693, 1.58653, 0.452421, 0.879961
1.12447, 0.823464, 1.55762, 0.456731, 0.863926
1.13447, 0.829033, 1.53073, 0.45982, 0.849012
1.14447, 0.828265, 1.51157, 0.459394, 0.838385
1.15447, 0.820321, 1.50337, 0.454988, 0.833841
1.16447, 0.806903, 1.50488, 0.447546, 0.834673
1.17447, 0.790457, 1.51074, 0.438424, 0.837926
