0.166818, 0.587581
0.176818, 0.550257
0.186818, 0.537755
0.196818, 0.556189
0.206818, 0.607927
0.216818, 0.691513
0.226818, 0.802007
0.236818, 0.931691
0.246818, 1.07103
0.256818, 1.20981
0.266818, 1.33824
0.276818, 1.44801
0.286818, 1.53313
0.296818, 1.59042
0.306818, 1.61972
0.316818, 1.62374
0.326818, 1.60759
0.336818, 1.57809
0.346818, 1.54292
0.356818, 1.50971
0.366818, 1.48522
0.376818, 1.47462
0.386818, 1.48101
0.396818, 1.50521
0.406818, 1.54581
0.416818, 1.59943
0.426818, 1.66124
0.436818, 1.72556
0.446818, 1.78657
0.456818, 1.83892
0.466818, 1.87834
0.476818, 1.90201
0.486818, 1.90876
0.496818, 1.89916
0.506818, 1.87527
0.516818, 1.84035
0.526818, 1.79844
0.536818, 1.75385
0.546818, 1.71069
0.556818, 1.67247
0.566818, 1.64174
0.576818, 1.61995
0.586818, 1.60737
0.596818, 1.60315
0.606818, 1.60559
0.616818, 1.61233
0.626818, 1.6207
0.636818, 1.62805
0.646818, 1.632
0.656818, 1.63072
0.666818, 1.62299
0.676818, 1.60836
0.686818, 1.58704
0.696818, 1.55985
0.706818, 1.52808
0.716818, 1.49326
0.726818, 1.45704
0.736818, 1.42101
0.746818, 1.38652
0.756818, 1.35463
0.766818, 1.32605
0.776818, 1.30113
0.786818, 1.27986
0.796818, 1.26197
0.806818, 1.24695
0.816818, 1.23419
0.826818, 1.22298
0.836818, 1.21261
0.846818, 1.20243
0.856818, 1.19185
0.866818, 1.18041
0.876818, 1.16777
0.886818, 1.1537
0.896818, 1.13815
0.906818, 1.12116
0.916818, 1.10294
0.926818, 1.08381
0.936818, 1.06419
0.946818, 1.04459
0.956818, 1.02557
0.966818, 1.00769
0.976818, 0.991471
0.986818, 0.977314
0.996818, 0.965484
1.00682, 0.956053
1.01682, 0.948877
1.02682, 0.943593
1.03682, 0.939639
1.04682, 0.936298
1.05682, 0.932764
1.06682, 0.92822
1.07682, 0.921926
1.08682, 0.913303
1.09682, 0.902002
1.10682, 0.887955
1.11682, 0.87139
1.12682, 0.852819
1.13682, 0.832992
1.14682, 0.812821
1.15682, 0.79329
1.16682, 0.775344
1.17682, 0.759794
1.18682, 0.747228
1.19682, 0.737951
1.20682, 0.731953
1.21682, 0.728917
1.22682, 0.728263
1.23682, 0.729215
1.24682, 0.730893
1.25682, 0.732419
1.26682, 0.733013
1.27682, 0.732077
1.28682, 0.729257
1.29682, 0.724469
1.30682, 0.717898
1.31682, 0.709957
1.32682, 0.701222
1.33682, 0.692354
1.34682, 0.684006
1.35682, 0.676737
1.36682, 0.670945
1.37682, 0.666817
1.38682, 0.664314
1.39682, 0.663176
1.40682, 0.662969
1.41682, 0.663143
1.42682, 0.663103
1.43682, 0.662292
1.44682, 0.660262
1.45682, 0.656726
1.46682, 0.651596
1.47682, 0.644992
1.48682, 0.637223
1.49682, 0.628748
1.50682, 0.620121
1.51682, 0.611923
1.52682, 0.604695
1.53682, 0.59888
1.54682, 0.594773
1.55682, 0.592499
1.56682, 0.592005
1.57682, 0.593074
1.58682, 0.595359
1.59682, 0.598427
1.60682, 0.601808
1.61682, 0.605051
1.62682, 0.607765
1.63682, 0.609652
1.64682, 0.610533
1.65682, 0.610345
1.66682, 0.609142
1.67682, 0.607065
1.68682, 0.604326
1.69682, 0.601167
1.70682, 0.597841
1.71682, 0.594578
1.72682, 0.591576
1.73682, 0.588985
1.74682, 0.586907
1.75682, 0.5854
1.76682, 0.584488
1.77682, 0.584169
1.78682, 0.584424
1.79682, 0.585227
1.80682, 0.586543
1.81682, 0.588334
1.82682, 0.59055
1.83682, 0.593127
1.84682, 0.595982
1.85682, 0.599009
1.86682, 0.602085
1.87682, 0.605069
1.88682, 0.607816
1.89682, 0.610189
1.90682, 0.612073
1.91682, 0.61339
1.92682, 0.614112
1.93682, 0.614268
1.94682, 0.613944
1.95682, 0.613278
1.96682, 0.612448
1.97682, 0.611654
1.98682, 0.611099
1.99682, 0.610968
2.00682, 0.611405
2.01682, 0.612505
2.02682, 0.614301
2.03682, 0.616765
2.04682, 0.619815
2.05682, 0.623332
2.06682, 0.62717
2.07682, 0.631185
2.08682, 0.635248
2.09682, 0.639261
2.10682, 0.64317
2.11682, 0.646963
2.12682, 0.65067
2.13682, 0.654349
2.14682, 0.658074
2.15682, 0.661915
2.16682, 0.665922
2.17682, 0.670113
2.18682, 0.674463
2.19682, 0.678908
2.20682, 0.683346
2.21682, 0.687654
2.22682, 0.691704
2.23682, 0.695386
2.24682, 0.698622
2.25682, 0.70139
2.26682, 0.70373
2.27682, 0.705749
2.28682, 0.707616
2.29682, 0.709546
2.30682, 0.711781
2.31682, 0.714567
2.32682, 0.718123
2.33682, 0.722618
2.34682, 0.72815
2.35682, 0.734728
2.36682, 0.742275
2.37682, 0.750622
2.38682, 0.759528
2.39682, 0.768699
2.40682, 0.777812
2.41682, 0.786546
2.42682, 0.79461
2.43682, 0.801768
2.44682, 0.807863
2.45682, 0.812823
2.46682, 0.816672
2.47682, 0.819526
2.48682, 0.821579
2.49682, 0.823088
2.50682, 0.824351
2.51682, 0.825682
2.52682, 0.827388
2.53682, 0.829745
2.54682, 0.832975
2.55682, 0.837237
2.56682, 0.842609
2.57682, 0.84909
2.58682, 0.856595
2.59682, 0.864968
2.60682, 0.873991
2.61682, 0.8834
2.62682, 0.892908
2.63682, 0.902228
2.64682, 0.911092
2.65682, 0.919281
2.66682, 0.92664
2.67682, 0.9331
2.68682, 0.938681
2.69682, 0.943503
