11, 0.055, 77.7803, 4427, 1850.93, 20.5859, 4427, 1850.93, 20.2532, 8.72039, 7.2521, 3.29308, 5.51259, 8.77856, 7.42906, 6.01589, 2.73329, 6.00915, 7.27606, 1.00584, 0.0266733, 1.00174, 9.98139e-06, 0.0268015, 0.0278056, 0.39876, 0.0258448, 0.433978, 0.0421988, 7.27655, 5.89835, 2.7012, 5.63029, 7.16279, 1.40835, 759.072, 1.01457, 0.0353031, 0.0419515, 0.0462409, 0.395943, 0.0380406, 0.436796, 0.0302717
12, 0.06, 77.903, 4744, 2122.67, 22.0628, 4744, 2122.67, 21.6714, 8.86279, 7.38194, 3.33191, 5.58293, 8.91656, 7.51885, 6.09435, 2.75257, 6.10206, 7.35424, 1.00563, 0.0264002, 1.00192, 1.17412e-05, 0.0296047, 0.0303823, 0.393345, 0.0289119, 0.435731, 0.0496494, 7.358, 5.97589, 2.71963, 5.72934, 7.23747, 1.44731, 764.477, 1.01606, 0.0384036, 0.0462551, 0.0500947, 0.389651, 0.0428356, 0.439425, 0.0327448
13, 0.065, 78.0253, 4809, 2180.76, 22.3457, 4809, 2180.76, 21.9169, 8.9339, 7.43092, 3.34198, 5.72169, 8.95276, 7.60612, 6.15868, 2.77187, 6.20927, 7.41289, 1.00612, 0.0298438, 1.00208, 1.39229e-05, 0.0315355, 0.0331329, 0.399073, 0.0300206, 0.433571, 0.0484598, 7.46112, 6.04715, 2.74161, 5.84443, 7.30811, 1.49174, 1548.66, 1.01494, 0.0342458, 0.0500614, 0.0553664, 0.397414, 0.0451136, 0.43523, 0.0355309
14, 0.07, 78.1472, 4959, 2316.98, 22.591, 4959, 2316.98, 22.1238, 9.03783, 7.51408, 3.37196, 5.91033, 9.04657, 7.70548, 6.23633, 2.8011, 6.37864, 7.50134, 1.00725, 0.0362475, 1.00226, 1.67181e-05, 0.0343997, 0.0348706, 0.399324, 0.0339554, 0.434917, 0.0617643, 7.51678, 6.10002, 2.76273, 5.94555, 7.37134, 1.47062, 753.96, 1.01892, 0.0469758, 0.0540644, 0.0595057, 0.396256, 0.0489935, 0.437985, 0.0428562
15, 0.075, 78.2688, 5073, 2423.65, 22.8782, 5073, 2423.65, 22.3777, 9.17948, 7.63336, 3.40435, 6.0691, 9.16697, 7.80497, 6.31553, 2.81937, 6.53481, 7.57243, 1.00739, 0.0421586, 1.00243, 1.92012e-05, 0.0375928, 0.0375859, 0.396006, 0.0376418, 0.43595, 0.0618896, 7.62898, 6.18656, 2.78259, 6.12699, 7.44838, 1.50433, 770.41, 1.01925, 0.0479269, 0.0588734, 0.0649044, 0.395317, 0.0533709, 0.436639, 0.0440771
16, 0.08, 78.3899, 5314, 2657.34, 28.6737, 5314, 2657.34, 27.9888, 9.2929, 7.73334, 3.43595, 6.19545, 9.27484, 7.92218, 6.41579, 2.8539, 6.65327, 7.68392, 1.00902, 0.0550109, 1.00264, 2.23277e-05, 0.0388954, 0.0394849, 0.403206, 0.038327, 0.431505, 0.0649574, 7.71394, 6.25902, 2.80899, 6.15907, 7.53267, 1.45415, 746.715, 1.02218, 0.05424, 0.0617499, 0.0689236, 0.401766, 0.0549627, 0.432945, 0.0458928
17, 0.085, 78.5107, 5500, 2844.29, 27.995, 5500, 2844.29, 27.2838, 9.58867, 7.96389, 3.50009, 7.36824, 9.50403, 8.15615, 6.58911, 2.90024, 7.64094, 7.85572, 1.0106, 0.0741355, 1.00283, 2.62164e-05, 0.0413914, 0.0418452, 0.401077, 0.040964, 0.432131, 0.0815803, 7.78362, 6.30509, 2.82098, 6.35325, 7.58123, 1.48174, 703.154, 1.02887, 0.0689901, 0.0671861, 0.0753848, 0.399512, 0.0595066, 0.433696, 0.0513711
18, 0.09, 78.6311, 5493, 2837.73, 39.9539, 5493, 2837.73, 38.8621, 9.60658, 7.98958, 3.50663, 7.3137, 9.53219, 8.16247, 6.60026, 2.90121, 7.59411, 7.86673, 1.00951, 0.0662797, 1.00303, 2.91919e-05, 0.0436866, 0.0448855, 0.402298, 0.0425742, 0.429909, 0.0828638, 7.79088, 6.31269, 2.82168, 6.27755, 7.58213, 1.62111, 1781.04, 1.02945, 0.0801547, 0.0707313, 0.0778212, 0.399731, 0.0641346, 0.432476, 0.0576321
19, 0.095, 78.7512, 5789, 3149.99, 32.2852, 5789, 3149.99, 31.3418, 9.93191, 8.21195, 3.579, 7.76752, 9.76024, 8.44885, 6.7945, 2.96612, 8.01895, 8.06783, 1.01332, 0.174909, 1.00323, 3.26131e-05, 0.0453886, 0.0451209, 0.405804, 0.0456398, 0.428156, 0.0894065, 8.06211, 6.50108, 2.88374, 6.67263, 7.78031, 1.63457, 1765.99, 1.03136, 0.0842918, 0.0747588, 0.0805343, 0.402204, 0.0693465, 0.431756, 0.0584773
20, 0.1, 78.8708, 5775, 3135.55, 39.0553, 5775, 3135.55, 37.8647, 9.99347, 8.24356, 3.58049, 7.82599, 9.78398, 8.53988, 6.85322, 2.98194, 8.05233, 8.1254, 1.01352, 0.108997, 1.00342, 3.60384e-05, 0.0468155, 0.0470687, 0.40956, 0.0465583, 0.428813, 0.0959492, 8.10706, 6.53015, 2.89217, 6.6577, 7.80611, 1.55468, 931.325, 1.03407, 0.0926319, 0.0780369, 0.0852124, 0.404426, 0.0713242, 0.433947, 0.0617017
21, 0.105, 78.9902, 5674, 3027.45, 31.0574, 5674, 3027.45, 30.0836, 10.1166, 8.368, 3.62331, 8.06114, 9.9244, 8.59003, 6.90478, 2.9954, 8.276, 8.17737, 1.01168, 0.0896819, 1.00364, 4.04402e-05, 0.0499151, 0.0518068, 0.403362, 0.0481801, 0.429189, 0.104433, 8.15314, 6.58109, 2.9058, 6.84047, 7.86378, 1.64802, 1503.22, 1.03501, 0.09924, 0.0819612, 0.0913158, 0.399199, 0.0732429, 0.433352, 0.0664914
22, 0.11, 79.1091, 5911, 3284.94, 28.498, 5911, 3284.94, 27.5576, 10.2875, 8.48863, 3.65667, 8.3045, 10.0458, 8.75413, 7.02088, 3.03026, 8.49112, 8.29844, 1.0138, 0.226357, 1.00384, 4.46144e-05, 0.0521334, 0.0532842, 0.407995, 0.0510316, 0.426903, 0.105998, 8.28193, 6.66069, 2.93117, 6.95962, 7.9458, 1.64343, 1582.42, 1.03701, 0.104731, 0.0847758, 0.0925249, 0.404552, 0.0773115, 0.430347, 0.0678062
23, 0.115, 79.2277, 5802, 3165.77, 30.7298, 5802, 3165.77, 29.6876, 10.5927, 8.68897, 3.72497, 9.32519, 10.2701, 9.04201, 7.21386, 3.09743, 9.33922, 8.51421, 1.01355, 0.110835, 1.00405, 5.11785e-05, 0.0548608, 0.0567578, 0.40668, 0.0530491, 0.431662, 0.113605, 8.47583, 6.8044, 2.9812, 7.39562, 8.10614, 1.69913, 1870.69, 1.04051, 0.115641, 0.088911, 0.0979073, 0.401734, 0.0805396, 0.436608, 0.0689331
24, 0.12, 79.346, 5749, 3108.49, 27.7291, 5749, 3108.49, 26.7581, 10.5846, 8.69349, 3.7251, 9.30332, 10.2701, 9.01565, 7.19594, 3.08892, 9.30815, 8.4876, 1.01524, 0.129086, 1.00425, 5.52815e-05, 0.0569708, 0.0585324, 0.408027, 0.0554552, 0.428281, 0.114544, 8.45467, 6.78274, 2.97157, 7.353, 8.07077, 1.62111, 1642.4, 1.04112, 0.110416, 0.0913489, 0.0994268, 0.401734, 0.0837954, 0.434573, 0.070874
25, 0.125, 79.4639, 5803, 3166.23, 33.3934, 5803, 3166.23, 32.1466, 10.6019, 8.72992, 3.73703, 9.60445, 10.3086, 9.00125, 7.19716, 3.08658, 9.5468, 8.48615, 1.0165, 0.351532, 1.0044, 5.99041e-05, 0.058511, 0.0599885, 0.403456, 0.0571214, 0.429846, 0.117174, 8.44597, 6.78536, 2.96872, 7.46455, 8.07569, 1.54899, 1371.72, 1.04088, 0.11728, 0.0938641, 0.102902, 0.3966, 0.0856434, 0.436702, 0.0791698
26, 0.13, 79.5814, 5809, 3173.27, 28.3157, 5809, 3173.27, 27.2423, 10.6855, 8.72939, 3.73981, 9.76631, 10.3187, 9.15915, 7.27199, 3.12147, 9.66161, 8.58221, 1.02086, 0.420993, 1.00458, 6.45884e-05, 0.06082, 0.0616334, 0.4074, 0.0600328, 0.435011, 0.127974, 8.53588, 6.84059, 2.99569, 7.46168, 8.15169, 1.75873, 1922.85, 1.04294, 0.111335, 0.0960902, 0.106156, 0.403832, 0.0867783, 0.43858, 0.0795141
27, 0.135, 79.6986, 6025, 3411.77, 34.543, 6025, 3411.77, 33.152, 10.8324, 8.85371, 3.77458, 9.7964, 10.4348, 9.24411, 7.33843, 3.13467, 9.70829, 8.63515, 1.01624, 0.129821, 1.0048, 7.0435e-05, 0.0630721, 0.0630704, 0.405835, 0.0630599, 0.432632, 0.1286, 8.62284, 6.90007, 3.00705, 7.52545, 8.19764, 1.54899, 1104.41, 1.04467, 0.117602, 0.100208, 0.110668, 0.401891, 0.090482, 0.436577, 0.0844916
28, 0.14, 79.8155, 5829, 3194.64, 36.2209, 5829, 3194.64, 34.7225, 10.7317, 8.80037, 3.76059, 9.79311, 10.3884, 9.178, 7.30981, 3.12922, 9.68004, 8.61548, 1.01689, 0.12964, 1.00492, 7.44543e-05, 0.0674651, 0.0693646, 0.408434, 0.0656219, 0.431912, 0.133546, 8.57732, 6.88926, 3.00788, 7.55633, 8.20133, 1.76023, 3901.99, 1.04399, 0.116359, 0.106421, 0.117663, 0.404207, 0.095881, 0.436138, 0.0894378
29, 0.145, 79.932, 6000, 3383.66, 57.6071, 6000, 3383.66, 55.127, 10.8681, 8.8727, 3.78558, 9.9082, 10.464, 9.27968, 7.35495, 3.14383, 9.77764, 8.65863, 1.02243, 0.421343, 1.00514, 8.05141e-05, 0.0692695, 0.0711728, 0.402893, 0.0674565, 0.436138, 0.137209, 8.62829, 6.90304, 3.0127, 7.54516, 8.21635, 1.54149, 1069.13, 1.04846, 0.13469, 0.109758, 0.123586, 0.402016, 0.0969159, 0.437015, 0.0918169
30, 0.15, 80.0482, 6039, 3427.6, 45.2, 6039, 3427.6, 43.1839, 11.0181, 9.00686, 3.8261, 10.1627, 10.6091, 9.43526, 7.48657, 3.18674, 9.99828, 8.80105, 1.02137, 0.251564, 1.00543, 8.95141e-05, 0.0715997, 0.0736673, 0.405867, 0.0695893, 0.436138, 0.146632, 8.74455, 7.00502, 3.04674, 7.70487, 8.32924, 1.63783, 3611.38, 1.05121, 0.134901, 0.112168, 0.125024, 0.404865, 0.100128, 0.43714, 0.0976396
31, 0.155, 80.164, 6035, 3423.09, 55.4604, 6035, 3423.09, 52.903, 11.0048, 8.98908, 3.8224, 10.2876, 10.5921, 9.41598, 7.46091, 3.17955, 10.0762, 8.77281, 1.01892, 0.183051, 1.00556, 9.40535e-05, 0.0745305, 0.0749424, 0.40499, 0.0741193, 0.436201, 0.150545, 8.69328, 6.95698, 3.03122, 7.65932, 8.27428, 1.76041, 3869.81, 1.05368, 0.141448, 0.117403, 0.129732, 0.403456, 0.105975, 0.437735, 0.0997057
32, 0.16, 80.2796, 6090, 3485.62, 56.3711, 6090, 3485.62, 53.6929, 11.0992, 9.04282, 3.8428, 10.4971, 10.6308, 9.50013, 7.50418, 3.19694, 10.2438, 8.80473, 1.02094, 0.199352, 1.00576, 0.000101192, 0.0775716, 0.0785239, 0.404677, 0.0766208, 0.436983, 0.162441, 8.75307, 6.98584, 3.0404, 7.68643, 8.30076, 2.08011, 6187.38, 1.05635, 0.144254, 0.123352, 0.136483, 0.405366, 0.111032, 0.436295, 0.104151
33, 0.165, 80.3947, 6080, 3474.25, 55.9295, 6080, 3474.25, 53.1961, 11.1135, 9.0832, 3.85455, 10.6372, 10.6736, 9.51121, 7.53481, 3.20476, 10.3454, 8.83543, 1.02927, 0.666854, 1.00601, 0.000108544, 0.0785558, 0.0797796, 0.407056, 0.0773443, 0.43451, 0.167261, 8.78118, 7.02152, 3.05096, 7.80094, 8.34235, 1.86993, 5616.28, 1.05588, 0.146685, 0.124452, 0.137283, 0.406148, 0.112472, 0.435418, 0.109285
34, 0.17, 80.5096, 6170, 3577.68, 33.0374, 6170, 3577.68, 31.4372, 11.2654, 9.19718, 3.89444, 10.7858, 10.8081, 9.59366, 7.586, 3.21976, 10.4831, 8.89209, 1.03653, 1.23945, 1.00623, 0.000115672, 0.0812387, 0.0819808, 0.402016, 0.0805208, 0.435136, 0.173679, 8.84179, 7.06717, 3.06412, 7.8709, 8.38502, 1.88195, 5642.17, 1.05748, 0.155429, 0.126544, 0.140705, 0.402893, 0.113467, 0.43426, 0.113386
35, 0.175, 80.6241, 6079, 3473.12, 56.0249, 6079, 3473.12, 53.1395, 11.2073, 9.1676, 3.88419, 10.7263, 10.7706, 9.54602, 7.55808, 3.21045, 10.4114, 8.85747, 1.02521, 0.312732, 1.00642, 0.000122519, 0.0843345, 0.0862675, 0.402517, 0.0825522, 0.43473, 0.173428, 8.79045, 7.03177, 3.0517, 7.85703, 8.3434, 1.79814, 5397.94, 1.05905, 0.148388, 0.132396, 0.147949, 0.402423, 0.117978, 0.434823, 0.115765
36, 0.18, 80.7383, 6122, 3522.27, 56.807, 6122, 3522.27, 53.8, 11.3667, 9.23878, 3.90345, 11.0823, 10.8332, 9.70386, 7.63274, 3.23379, 10.6938, 8.92992, 1.02621, 0.26263, 1.00661, 0.000129186, 0.0870341, 0.0881254, 0.40427, 0.0859937, 0.435324, 0.183978, 8.90571, 7.08864, 3.06983, 8.04437, 8.40459, 1.93461, 5643.3, 1.06128, 0.163838, 0.135703, 0.150653, 0.405209, 0.121747, 0.434385, 0.118739
37, 0.185, 80.8522, 6062, 3453.81, 39.9463, 6062, 3453.81, 37.8059, 11.3487, 9.26561, 3.90846, 11.1533, 10.8458, 9.6718, 7.63572, 3.23021, 10.7282, 8.91562, 1.02547, 0.258232, 1.00681, 0.000138053, 0.0904315, 0.0920816, 0.40812, 0.0888818, 0.429846, 0.190208, 8.84022, 7.06886, 3.05911, 7.96976, 8.36988, 1.84923, 3928.88, 1.06333, 0.166547, 0.139061, 0.153053, 0.406524, 0.125812, 0.431443, 0.118645
38, 0.19, 80.9657, 6044, 3433.32, 57.9658, 6044, 3433.32, 54.7411, 11.2954, 9.25465, 3.90528, 11.044, 10.8513, 9.59272, 7.59447, 3.21364, 10.6263, 8.87881, 1.02601, 0.233562, 1.00702, 0.00014328, 0.091488, 0.093141, 0.398635, 0.0899154, 0.435982, 0.191272, 8.77204, 7.02455, 3.04368, 7.89689, 8.32786, 1.84221, 3813.69, 1.06411, 0.168814, 0.139596, 0.155101, 0.40067, 0.125226, 0.433947, 0.122339
39, 0.195, 81.079, 6037, 3425.49, 31.5138, 6037, 3425.49, 29.7984, 11.4567, 9.33438, 3.93176, 11.2829, 10.9136, 9.71913, 7.64859, 3.23112, 10.817, 8.9246, 1.03313, 1.07532, 1.0072, 0.000152054, 0.092854, 0.0948551, 0.400983, 0.0909798, 0.432851, 0.211088, 8.88618, 7.09144, 3.06426, 8.10488, 8.39578, 2.07223, 5952.08, 1.06435, 0.175433, 0.143312, 0.158455, 0.405397, 0.12893, 0.428437, 0.131292
40, 0.2, 81.1919, 6219, 3634.53, 37.2633, 6219, 3634.53, 35.1713, 11.5999, 9.3784, 3.94013, 11.2862, 10.9828, 9.91028, 7.74437, 3.26298, 10.817, 9.04531, 1.02647, 0.316544, 1.0074, 0.000158584, 0.0946162, 0.0961012, 0.404458, 0.0931981, 0.436138, 0.203982, 9.05779, 7.18237, 3.0967, 8.15397, 8.49984, 1.95502, 5614.25, 1.06311, 0.159375, 0.146583, 0.159155, 0.407776, 0.134652, 0.43282, 0.13627
41, 0.205, 81.3045, 6184, 3593.81, 37.5136, 6184, 3593.81, 35.3417, 11.1886, 9.12391, 3.86415, 9.8666, 10.7003, 9.50551, 7.48264, 3.18043, 9.67072, 8.75518, 1.03133, 0.859235, 1.00733, 0.00015627, 0.0986838, 0.101145, 0.402454, 0.0963532, 0.43235, 0.199537, 8.8118, 7.01282, 3.04007, 7.56453, 8.30981, 1.88164, 3888.16, 1.05968, 0.151094, 0.149584, 0.164709, 0.403926, 0.135349, 0.430879, 0.134767
42, 0.21, 81.4168, 6125, 3525.69, 48.3761, 6125, 3525.69, 45.4934, 11.3243, 9.2379, 3.8955, 10.3091, 10.8106, 9.59936, 7.55419, 3.19699, 10.0218, 8.82208, 1.0347, 1.19284, 1.00758, 0.000167863, 0.098147, 0.100054, 0.403112, 0.0963585, 0.429815, 0.208897, 8.84492, 7.06058, 3.04794, 7.80332, 8.34722, 2.07047, 4583.85, 1.06415, 0.184713, 0.151496, 0.166442, 0.405929, 0.137216, 0.426997, 0.13724
43, 0.215, 81.5288, 6136, 3538.35, 65.8959, 6136, 3538.35, 61.8264, 11.1177, 9.0844, 3.84511, 9.95578, 10.6457, 9.47383, 7.46907, 3.17297, 9.68494, 8.7372, 1.03502, 1.18296, 1.0076, 0.000173885, 0.101471, 0.104179, 0.41003, 0.0989243, 0.427498, 0.212716, 8.78469, 7.00179, 3.03288, 7.56765, 8.29006, 1.88031, 3862.87, 1.06214, 0.16846, 0.152473, 0.167084, 0.408715, 0.138488, 0.428813, 0.138555
44, 0.22, 81.6405, 6174, 3582.28, 47.2406, 6174, 3582.28, 44.2728, 11.1887, 9.15068, 3.8639, 9.95128, 10.7143, 9.56486, 7.54911, 3.19948, 9.68848, 8.81608, 1.02623, 0.231949, 1.00776, 0.000180346, 0.101856, 0.102182, 0.411533, 0.101603, 0.429095, 0.216911, 8.87441, 7.08096, 3.0605, 7.62446, 8.36953, 2.09552, 5849.52, 1.06228, 0.165016, 0.154916, 0.168147, 0.41075, 0.142233, 0.429877, 0.141717
45, 0.225, 81.7519, 6199, 3611.24, 49.9468, 6199, 3611.24, 46.7964, 11.2726, 9.22864, 3.88928, 10.1641, 10.7827, 9.57369, 7.55397, 3.19601, 9.87034, 8.80693, 1.0386, 1.39968, 1.008, 0.000188236, 0.103994, 0.104017, 0.409404, 0.104184, 0.425213, 0.220511, 8.85612, 7.05491, 3.04965, 7.73037, 8.34022, 2.09505, 5905.76, 1.0643, 0.180107, 0.156143, 0.170491, 0.411533, 0.142289, 0.423084, 0.142593
46, 0.23, 81.8629, 6223, 3639.23, 44.4079, 6223, 3639.23, 41.5137, 11.3771, 9.29448, 3.90594, 10.2128, 10.8625, 9.67549, 7.61495, 3.21282, 9.89145, 8.88061, 1.04366, 2.16934, 1.00829, 0.000207901, 0.105677, 0.106933, 0.408183, 0.10459, 0.427842, 0.228588, 8.88461, 7.07986, 3.05728, 7.64147, 8.37025, 1.85482, 1371.58, 1.06778, 0.187134, 0.159183, 0.173053, 0.409592, 0.145854, 0.426434, 0.149887
47, 0.235, 81.9737, 6048, 3437.93, 40.0778, 6048, 3437.93, 37.4337, 11.1736, 9.15525, 3.87062, 10.1682, 10.7178, 9.52548, 7.51771, 3.19081, 9.81578, 8.77806, 1.03351, 0.419364, 1.00836, 0.000210971, 0.105065, 0.107268, 0.405334, 0.102974, 0.432663, 0.226991, 8.78588, 7.01154, 3.04169, 7.63372, 8.29691, 2.20678, 4673.71, 1.06814, 0.203583, 0.160386, 0.177257, 0.403832, 0.144669, 0.434166, 0.148573
48, 0.24, 82.0842, 6108, 3506.28, 42.5721, 6108, 3506.28, 39.7264, 11.2446, 9.22917, 3.88924, 10.2539, 10.7833, 9.58014, 7.56989, 3.20329, 9.8838, 8.82122, 1.04252, 1.4103, 1.00853, 0.000220511, 0.108384, 0.109145, 0.405553, 0.107705, 0.431975, 0.232688, 8.83239, 7.05201, 3.05227, 7.7098, 8.32821, 1.85721, 1353.31, 1.06707, 0.174778, 0.16388, 0.179378, 0.404646, 0.149325, 0.432883, 0.150701
49, 0.245, 82.1944, 6233, 3650.94, 46.2408, 6233, 3650.94, 43.0153, 11.2235, 9.19099, 3.87773, 10.0139, 10.7504, 9.56824, 7.53813, 3.19553, 9.67677, 8.80009, 1.04334, 1.78427, 1.00868, 0.000229011, 0.111356, 0.114661, 0.41075, 0.108243, 0.427342, 0.231311, 8.85537, 7.05829, 3.0543, 7.66295, 8.34054, 2.12378, 1912.72, 1.06755, 0.179495, 0.168899, 0.184986, 0.407901, 0.15366, 0.43019, 0.153112
50, 0.25, 82.3043, 6225, 3641.51, 42.4996, 6225, 3641.51, 39.5482, 10.9537, 9.00193, 3.82077, 8.86921, 10.556, 9.35331, 7.39986, 3.1542, 8.7656, 8.65703, 1.04256, 1.69495, 1.00865, 0.00023053, 0.113833, 0.11778, 0.409717, 0.110128, 0.429502, 0.22264, 8.8307, 7.05632, 3.0523, 7.65653, 8.3348, 1.74208, 1103.12, 1.06038, 0.148514, 0.170049, 0.186577, 0.40812, 0.154438, 0.431098, 0.155522
51, 0.255, 82.4138, 6195, 3606.5, 42.7299, 6195, 3606.5, 39.7185, 10.8172, 8.86819, 3.78982, 8.12761, 10.4301, 9.24343, 7.30248, 3.13233, 8.20682, 8.56668, 1.04045, 1.65921, 1.00859, 0.000222646, 0.115098, 0.116615, 0.40931, 0.113744, 0.430378, 0.222734, 8.68701, 6.95465, 3.03176, 7.28418, 8.25481, 1.93008, 1557.56, 1.06174, 0.15262, 0.172277, 0.192117, 0.409498, 0.153527, 0.43019, 0.155084
52, 0.26, 82.5231, 6241, 3660.11, 30.7551, 6241, 3660.11, 28.6709, 10.8837, 8.89979, 3.79602, 8.02693, 10.4604, 9.29088, 7.31664, 3.13364, 8.12608, 8.578, 1.03285, 0.2584, 1.00873, 0.000231041, 0.116493, 0.120075, 0.413411, 0.113144, 0.425432, 0.234035, 8.76997, 6.98711, 3.04134, 7.39331, 8.28411, 1.83576, 1459.16, 1.06235, 0.154416, 0.174538, 0.194135, 0.414601, 0.155682, 0.424242, 0.166698
53, 0.265, 82.6322, 6217, 3632.05, 54.8437, 6217, 3632.05, 50.8408, 10.7413, 8.84361, 3.7794, 7.96928, 10.4251, 9.14945, 7.25052, 3.11176, 8.06862, 8.52291, 1.05905, 3.42134, 1.00866, 0.000233622, 0.120314, 0.123885, 0.411345, 0.116904, 0.425244, 0.222577, 8.74781, 6.99497, 3.03737, 7.55534, 8.29091, 1.88003, 1523.88, 1.05843, 0.145145, 0.178881, 0.195655, 0.40956, 0.162961, 0.427029, 0.163223
